index,10-21-2021,10-20-2021,10-19-2021,10-18-2021,10-17-2021,10-16-2021,10-15-2021,10-14-2021,10-13-2021,10-12-2021,10-11-2021,10-10-2021,10-9-2021,10-8-2021,10-7-2021,10-6-2021,10-5-2021,10-4-2021,10-3-2021,10-2-2021,10-1-2021,9-30-2021,9-29-2021,9-28-2021,9-27-2021,9-26-2021,9-25-2021,9-24-2021,9-23-2021,9-21-2021,9-20-2021,9-19-2021,9-18-2021,9-17-2021,9-16-2021,9-15-2021,9-14-2021,9-13-2021,9-12-2021,9-11-2021,9-10-2021,9-9-2021,9-8-2021,9-7-2021,9-6-2021,9-5-2021,9-4-2021,9-3-2021,9-2-2021,9-1-2021,8-31-2021,8-30-2021,8-29-2021,8-28-2021,8-27-2021,8-26-2021,8-25-2021,8-24-2021,8-23-2021,8-22-2021,8-21-2021,8-20-2021,8-19-2021,8-18-2021,8-17-2021,8-16-2021,8-15-2021,8-14-2021,8-13-2021,8-12-2021,8-11-2021,8-10-2021,8-9-2021,8-8-2021,8-7-2021,8-6-2021,8-5-2021,8-4-2021,8-3-2021,8-2-2021,8-1-2021,7-31-2021,7-30-2021,7-29-2021,7-28-2021,7-27-2021,7-26-2021,7-25-2021,7-24-2021,7-23-2021,7-22-2021,7-21-2021,7-20-2021,7-19-2021,7-18-2021,7-17-2021,7-16-2021,7-15-2021,7-14-2021,7-13-2021,7-12-2021,7-11-2021,7-10-2021,7-9-2021,7-8-2021,7-7-2021,7-6-2021,7-5-2021,7-4-2021,7-3-2021,7-2-2021,7-1-2021,6-30-2021,6-29-2021,6-28-2021,6-27-2021,6-26-2021,6-25-2021,6-24-2021,6-23-2021,6-22-2021,6-21-2021,6-20-2021,6-19-2021,6-18-2021,6-17-2021,6-16-2021,6-15-2021,6-14-2021,6-13-2021,6-12-2021,6-11-2021,6-10-2021,6-9-2021,6-8-2021,6-7-2021,6-6-2021,6-5-2021,6-4-2021,6-3-2021,6-2-2021,6-1-2021,5-19-2021,5-18-2021,5-17-2021,5-16-2021,5-15-2021,5-14-2021,5-13-2021,5-12-2021
Clement J. VAMC NewSumCases,"2,173.00","2,467.00","1,831.00","2,716.00","3,938.00",0.00,265.00,"2,446.00","2,836.00","3,648.00","4,191.00",0.00,0.00,"3,049.00","2,733.00","2,708.00","4,272.00","5,543.00",0.00,0.00,"3,391.00","2,361.00","3,126.00","3,192.00","5,727.00",0.00,0.00,"2,603.00","3,065.00","3,610.00","6,575.00",0.00,0.00,"3,359.00","3,387.00","3,842.00","2,252.00","3,824.00",0.00,0.00,"2,506.00","2,083.00","2,447.00","2,002.00","3,239.00",0.00,0.00,"2,130.00","2,640.00","2,395.00","2,601.00","4,174.00",0.00,0.00,"2,522.00","2,230.00","1,995.00","2,504.00","3,295.00",0.00,0.00,"1,887.00","1,728.00","1,810.00","2,003.00","2,732.00",0.00,0.00,"2,060.00","1,655.00","1,713.00","1,735.00","2,801.00",0.00,0.00,"1,372.00","1,782.00","1,456.00","1,665.00","2,328.00",0.00,0.00,"1,274.00","1,046.00",973.00,"1,078.00","1,122.00",0.00,0.00,582.00,482.00,482.00,509.00,563.00,0.00,0.00,233.00,252.00,254.00,238.00,445.00,0.00,0.00,153.00,265.00,200.00,168.00,120.00,2.00,1.00,131.00,125.00,85.0,133.0,187.0,3.0,2.0,72.0,145.0,106.0,93.0,197.0,2.0,1.0,110.0,142.0,59.0,130.0,196.0,52.0,26.0,146.0,193.0,132.0,195.0,258.0,57.0,74.0,244.0,259.0,,,,,,,,,,
Clement J. VAMC ECases,"48,679.02","48,555.50","48,413.78","48,309.21","48,160.37","47,936.29","47,936.29","47,922.74","47,783.16","47,620.48","47,417.28","47,178.43","47,178.43","47,178.43","47,007.22","46,850.14","46,693.34","46,455.95","46,148.03","46,148.03","46,148.03","45,955.35","45,816.50","45,638.29","45,457.16","45,138.93","45,138.93","45,138.93","44,988.06","44,633.35","44,434.06","44,067.64","44,067.64","44,067.64","43,878.41","43,689.43","43,472.51","43,348.26","43,143.70","43,143.70","43,143.70","43,004.74","42,888.04","42,750.75","42,647.71","42,465.99","42,465.99","42,465.99","42,351.09","42,206.20","42,073.62","41,929.60","41,710.86","41,710.86","41,710.86","41,572.14","41,448.27","41,337.10","41,198.42","41,024.00","41,024.00","41,024.00","40,923.26","40,828.61","40,729.25","40,620.49","40,479.03","40,479.03","40,479.03","40,367.42","40,278.02","40,185.34","40,091.01","39,946.47","39,946.47","39,946.47","39,873.48","39,778.31","39,701.02","39,611.72","39,493.29","39,493.29","39,493.29","39,426.91","39,372.45","39,322.10","39,264.72","39,208.23","39,208.23","39,208.23","39,177.74","39,152.55","39,126.25","39,098.39","39,069.69","39,069.69","39,069.69","39,057.63","39,044.59","39,028.77","39,015.82","38,993.83","38,993.83","38,993.83","38,985.37","38,971.76","38,961.23","38,952.70","38,946.33","38,946.20","38,946.14","38,938.85",38932.31,38927.65,38920.3,38910.55,38910.36,38910.24,38906.3,38898.44,38892.72,38887.47,38876.8,38876.68,38876.61,38870.25,38862.45,38859.17,38851.72,38841.41,38838.84,38837.35,38829.42,38818.36,38811.02,38800.05,38785.69,38782.64,38778.93,38765.62,38751.25,38735.79,38503.26,38470.7,38440.52,38417.25,38408.0,38372.99,38336.43,38298.85
Clement J. VAMC NewECases,123.52,141.72,104.57,148.84,224.08,0.00,13.55,139.58,162.68,203.19,238.85,0.00,0.00,171.21,157.08,156.79,237.39,307.92,0.00,0.00,192.68,138.86,178.21,181.12,318.23,0.00,0.00,150.88,172.51,199.28,366.42,0.00,0.00,189.23,188.98,216.92,124.25,204.56,0.00,0.00,138.96,116.69,137.30,103.03,181.72,0.00,0.00,114.90,144.89,132.58,144.02,218.75,0.00,0.00,138.72,123.87,111.17,138.68,174.42,0.00,0.00,100.74,94.65,99.36,108.76,141.46,0.00,0.00,111.61,89.40,92.68,94.33,144.55,0.00,0.00,72.98,95.17,77.29,89.30,118.43,0.00,0.00,66.38,54.47,50.35,57.38,56.49,0.00,0.00,30.49,25.19,26.29,27.86,28.70,0.00,0.00,12.06,13.04,13.84,12.95,22.00,0.00,0.00,8.45,13.62,10.52,8.53,6.38,0.13,0.06,7.29,6.54,4.66,7.35,9.76,0.19,0.12,3.94,7.86,5.72,5.25,10.67,0.12,0.07,6.36,7.8,3.28,7.46,10.31,2.57,1.49,7.93,11.06,7.34,10.98,14.36,3.05,3.71,13.32,14.37,15.46,4.43,32.56,30.18,23.27,9.25,35.01,36.55,37.58,37.42
Fort Wayne VAMC TotalSumCases,"293,030.00","292,338.00","291,518.00","290,924.00","289,756.00","289,600.00","289,319.00","288,336.00","287,367.00","286,205.00","285,505.00","284,255.00","283,874.00","283,630.00","282,205.00","281,473.00","280,323.00","279,649.00","278,026.00","277,836.00","277,496.00","276,437.00","275,327.00","274,253.00","273,360.00","271,692.00","271,342.00","270,999.00","269,916.00","267,410.00","266,464.00","264,583.00","264,327.00","263,972.00","262,453.00","261,193.00","259,653.00","258,528.00","256,119.00","255,846.00","255,406.00","253,789.00","252,234.00","251,197.00","248,395.00","248,184.00","247,845.00","247,473.00","245,994.00","244,647.00","243,203.00","242,187.00","239,818.00","239,641.00","239,402.00","238,176.00","236,844.00","235,445.00","234,508.00","232,527.00","232,433.00","232,249.00","231,219.00","230,357.00","229,359.00","228,661.00","227,137.00","227,068.00","226,933.00","226,128.00","225,277.00","224,553.00","223,954.00","222,775.00","222,702.00","222,605.00","221,948.00","221,458.00","220,983.00","220,475.00","219,853.00","219,801.00","219,721.00","219,367.00","219,048.00","218,685.00","218,348.00","217,890.00","217,876.00","217,842.00","217,587.00","217,378.00","217,148.00","216,934.00","216,636.00","216,620.00","216,592.00","216,434.00","216,266.00","216,101.00","215,935.00","215,726.00","215,712.00","215,696.00","215,598.00","215,437.00","215,366.00","215,169.00","215,162.00","215,162.00","215,154.00","215,067.00",215000.0,214916.0,214841.0,214727.0,214724.0,214707.0,214626.0,214561.0,214501.0,214407.0,214322.0,214315.0,214174.0,214111.0,214046.0,213978.0,213910.0,213813.0,213795.0,213714.0,213629.0,213512.0,213423.0,213313.0,213178.0,213169.0,213067.0,212940.0,,,,,,,,,,
Fort Wayne VAMC NewSumCases,692.00,820.00,594.00,"1,168.00",156.00,281.00,983.00,969.00,"1,162.00",700.00,"1,250.00",381.00,244.00,"1,425.00",732.00,"1,150.00",674.00,"1,623.00",190.00,340.00,"1,059.00","1,110.00","1,074.00",893.00,"1,668.00",350.00,343.00,"1,083.00","1,218.00",946.00,"1,881.00",256.00,355.00,"1,519.00","1,260.00","1,540.00","1,125.00","2,409.00",273.00,440.00,"1,617.00","1,555.00","1,037.00","2,802.00",211.00,339.00,372.00,"1,479.00","1,347.00","1,444.00","1,016.00","2,369.00",177.00,239.00,"1,226.00","1,332.00","1,399.00",937.00,"1,981.00",94.00,184.00,"1,030.00",862.00,998.00,698.00,"1,524.00",69.00,135.00,805.00,851.00,724.00,599.00,"1,179.00",73.00,97.00,657.00,490.00,475.00,508.00,622.00,52.00,80.00,354.00,319.00,363.00,337.00,458.00,14.00,34.00,255.00,209.00,230.00,214.00,298.00,16.00,28.00,158.00,168.00,165.00,166.00,209.00,14.00,16.00,98.00,161.00,71.00,197.00,7.00,0.00,8.00,87.00,67.00,84.0,75.0,114.0,3.0,17.0,81.0,65.0,60.0,94.0,85.0,7.0,141.0,63.0,65.0,68.0,68.0,97.0,18.0,81.0,85.0,117.0,89.0,110.0,135.0,9.0,102.0,127.0,253.0,,,,,,,,,,
Fort Wayne VAMC ECases,"18,601.07","18,557.54","18,505.89","18,467.74","18,392.27","18,382.93","18,366.05","18,303.67","18,242.60","18,168.19","18,124.60","18,043.89","18,020.96","18,006.31","17,916.64","17,870.15","17,797.36","17,754.62","17,649.62","17,638.18","17,617.60","17,550.08","17,479.58","17,411.35","17,355.32","17,247.99","17,227.05","17,206.27","17,136.44","16,975.86","16,915.49","16,794.16","16,778.69","16,757.15","16,660.71","16,580.43","16,481.65","16,410.06","16,253.41","16,237.09","16,210.59","16,107.81","16,008.61","15,942.40","15,760.71","15,747.95","15,727.58","15,705.00","15,610.31","15,523.59","15,431.76","15,366.46","15,213.18","15,202.51","15,188.11","15,108.25","15,021.88","14,931.73","14,871.96","14,743.59","14,737.94","14,726.84","14,660.72","14,605.23","14,541.21","14,496.59","14,398.63","14,394.47","14,386.29","14,334.51","14,280.88","14,234.76","14,196.57","14,120.01","14,115.62","14,109.72","14,067.80","14,035.74","14,005.27","13,972.16","13,932.14","13,929.02","13,924.09","13,901.54","13,881.31","13,858.42","13,836.80","13,807.64","13,806.78","13,804.74","13,788.73","13,775.27","13,760.96","13,747.38","13,728.77","13,727.79","13,726.10","13,716.09","13,705.54","13,695.18","13,684.14","13,670.82","13,669.96","13,668.99","13,662.71","13,652.38","13,647.89","13,634.71","13,634.30","13,634.30","13,633.80","13,628.14",13623.74,13618.4,13613.51,13605.94,13605.76,13604.76,13599.32,13595.0,13591.06,13584.88,13579.3,13578.89,13569.11,13564.99,13560.71,13556.35,13551.77,13545.39,13544.33,13538.83,13533.24,13525.77,13520.2,13513.16,13504.26,13503.74,13497.04,13488.72,13470.87,13465.46,13333.74,13318.67,13306.44,13296.11,13285.01,13268.43,13250.82,13236.43
Fort Wayne VAMC NewECases,43.53,51.65,38.15,75.47,9.34,16.88,62.38,61.08,74.41,43.59,80.71,22.93,14.65,89.67,46.49,72.79,42.75,104.99,11.44,20.59,67.51,70.50,68.23,56.03,107.33,20.94,20.77,69.83,77.79,60.37,121.33,15.47,21.54,96.44,80.27,98.78,71.59,156.65,16.32,26.50,102.77,99.20,66.22,181.69,12.76,20.37,22.58,94.69,86.72,91.82,65.30,153.29,10.66,14.40,79.86,86.37,90.15,59.77,128.38,5.65,11.10,66.12,55.49,64.02,44.62,97.95,4.16,8.18,51.78,53.63,46.13,38.19,76.57,4.38,5.90,41.93,32.06,30.47,33.11,40.03,3.12,4.93,22.55,20.23,22.89,21.62,29.16,0.85,2.04,16.01,13.46,14.30,13.59,18.61,0.98,1.69,10.01,10.55,10.36,11.04,13.32,0.86,0.97,6.28,10.33,4.49,13.18,0.42,0.00,0.50,5.66,4.39,5.34,4.9,7.56,0.18,1.0,5.44,4.31,3.94,6.18,5.59,0.41,9.78,4.12,4.28,4.36,4.58,6.38,1.06,5.5,5.58,7.47,5.58,7.04,8.9,0.52,6.7,8.32,17.85,5.41,9.83,15.07,12.23,10.33,11.1,16.58,17.61,14.39,20.9
Richard L. VAMC TotalSumCases,"390,599.00","389,742.00","389,066.00","388,490.00","387,132.00","387,132.00","387,132.00","386,298.00","385,346.00","384,593.00","383,883.00","382,208.00","382,208.00","382,208.00","380,928.00","380,142.00","379,216.00","378,397.00","376,129.00","376,129.00","376,129.00","374,970.00","373,632.00","372,608.00","371,699.00","369,305.00","369,305.00","369,305.00","368,091.00","365,059.00","364,113.00","360,941.00","360,941.00","360,941.00","359,564.00","357,866.00","356,057.00","354,612.00","350,708.00","350,708.00","350,708.00","348,536.00","346,655.00","345,540.00","340,445.00","340,445.00","340,445.00","340,445.00","338,456.00","336,559.00","334,910.00","333,648.00","329,151.00","329,151.00","329,151.00","327,238.00","325,251.00","323,333.00","322,099.00","318,703.00","318,703.00","318,703.00","316,864.00","315,512.00","314,308.00","313,206.00","310,484.00","310,484.00","310,484.00","309,374.00","308,145.00","307,221.00","306,313.00","304,228.00","304,228.00","304,228.00","303,388.00","302,545.00","301,863.00","301,168.00","299,936.00","299,936.00","299,936.00","299,367.00","298,834.00","298,336.00","297,915.00","296,992.00","296,992.00","296,992.00","296,683.00","296,278.00","296,030.00","295,802.00","295,176.00","295,176.00","295,176.00","294,943.00","294,726.00","294,499.00","294,275.00","293,875.00","293,875.00","293,875.00","293,677.00","293,450.00","293,303.00","292,927.00","292,927.00","292,927.00","292,927.00","292,786.00",292635.0,292481.0,292378.0,292131.0,292131.0,292131.0,292010.0,291866.0,291766.0,291654.0,291504.0,291504.0,291230.0,291121.0,291004.0,290859.0,290739.0,290561.0,290559.0,290399.0,290235.0,290022.0,289874.0,289693.0,289471.0,289466.0,289281.0,289086.0,,,,,,,,,,
Richard L. VAMC NewSumCases,857.00,676.00,576.00,"1,358.00",0.00,0.00,834.00,952.00,753.00,710.00,"1,675.00",0.00,0.00,"1,280.00",786.00,926.00,819.00,"2,268.00",0.00,0.00,"1,159.00","1,338.00","1,024.00",909.00,"2,394.00",0.00,0.00,"1,214.00","1,401.00",946.00,"3,172.00",0.00,0.00,"1,377.00","1,698.00","1,809.00","1,445.00","3,904.00",0.00,0.00,"2,172.00","1,881.00","1,115.00","5,095.00",0.00,0.00,0.00,"1,989.00","1,897.00","1,649.00","1,262.00","4,497.00",0.00,0.00,"1,913.00","1,987.00","1,918.00","1,234.00","3,396.00",0.00,0.00,"1,839.00","1,352.00","1,204.00","1,102.00","2,722.00",0.00,0.00,"1,110.00","1,229.00",924.00,908.00,"2,085.00",0.00,0.00,840.00,843.00,682.00,695.00,"1,232.00",0.00,0.00,569.00,533.00,498.00,421.00,923.00,0.00,0.00,309.00,405.00,248.00,228.00,626.00,0.00,0.00,233.00,217.00,227.00,224.00,400.00,0.00,0.00,198.00,227.00,147.00,376.00,0.00,0.00,0.00,141.00,151.00,154.0,103.0,247.0,0.0,0.0,121.0,144.0,100.0,112.0,150.0,0.0,274.0,109.0,117.0,145.0,120.0,178.0,2.0,160.0,164.0,213.0,148.0,181.0,222.0,5.0,185.0,195.0,822.0,,,,,,,,,,
Richard L. VAMC ECases,"22,713.96","22,662.97","22,622.32","22,587.47","22,507.69","22,507.69","22,507.69","22,458.06","22,401.10","22,356.18","22,311.94","22,215.40","22,215.40","22,215.40","22,137.96","22,089.49","22,033.02","21,983.66","21,849.91","21,849.91","21,849.91","21,781.48","21,702.40","21,640.23","21,585.45","21,442.90","21,442.90","21,442.90","21,370.52","21,189.97","21,134.24","20,945.62","20,945.62","20,945.62","20,864.50","20,762.84","20,655.08","20,568.67","20,338.32","20,338.32","20,338.32","20,209.56","20,096.55","20,030.72","19,727.63","19,727.63","19,727.63","19,727.63","19,608.56","19,495.09","19,396.98","19,320.56","19,055.58","19,055.58","19,055.58","18,941.58","18,822.27","18,706.11","18,632.33","18,430.86","18,430.86","18,430.86","18,318.92","18,238.17","18,165.03","18,099.21","17,939.62","17,939.62","17,939.62","17,873.74","17,800.69","17,745.18","17,690.26","17,567.18","17,567.18","17,567.18","17,517.45","17,467.14","17,426.38","17,385.75","17,314.48","17,314.48","17,314.48","17,281.17","17,250.13","17,220.49","17,195.93","17,143.01","17,143.01","17,143.01","17,125.14","17,101.37","17,087.05","17,073.87","17,037.64","17,037.64","17,037.64","17,024.00","17,011.30","16,998.12","16,985.03","16,961.37","16,961.37","16,961.37","16,949.58","16,936.03","16,927.33","16,905.32","16,905.32","16,905.32","16,905.32","16,897.11",16887.96,16878.82,16872.8,16858.96,16858.96,16858.96,16851.55,16843.33,16837.4,16830.88,16821.99,16821.99,16806.22,16799.89,16792.97,16784.41,16777.27,16767.06,16766.91,16757.46,16748.07,16735.49,16726.91,16716.49,16703.74,16703.39,16692.63,16681.09,16635.25,16629.25,16468.2,16449.28,16437.04,16425.01,16411.13,16390.24,16370.02,16349.68
Richard L. VAMC NewECases,50.99,40.66,34.85,79.78,0.00,0.00,49.63,56.96,44.92,44.24,96.54,0.00,0.00,77.44,48.47,56.47,49.36,133.75,0.00,0.00,68.43,79.08,62.17,54.78,142.55,0.00,0.00,72.38,82.90,55.73,188.62,0.00,0.00,81.11,101.67,107.76,86.41,230.35,0.00,0.00,128.76,113.01,65.83,303.09,0.00,0.00,0.00,119.07,113.47,98.11,76.42,264.98,0.00,0.00,114.00,119.31,116.17,73.78,201.47,0.00,0.00,111.94,80.75,73.14,65.82,159.59,0.00,0.00,65.88,73.05,55.51,54.93,123.07,0.00,0.00,49.74,50.30,40.76,40.63,71.28,0.00,0.00,33.31,31.04,29.63,24.57,52.92,0.00,0.00,17.87,23.77,14.32,13.17,36.24,0.00,0.00,13.64,12.70,13.18,13.10,23.65,0.00,0.00,11.80,13.55,8.70,22.02,0.00,0.00,0.00,8.21,9.15,9.13,6.03,13.84,0.0,0.0,7.41,8.23,5.92,6.52,8.89,0.0,15.77,6.33,6.92,8.56,7.15,10.21,0.15,9.45,9.39,12.58,8.58,10.42,12.74,0.36,10.76,11.54,45.84,6.0,12.53,18.93,12.24,12.02,13.89,20.89,20.22,20.33,19.56
Marion VAMC TotalSumCases,"524,907.00","523,895.00","522,551.00","521,671.00","519,853.00","519,681.00","519,379.00","518,054.00","516,590.00","514,672.00","513,362.00","511,721.00","511,329.00","511,062.00","509,069.00","507,781.00","506,002.00","504,680.00","502,221.00","502,023.00","501,656.00","499,904.00","498,211.00","496,529.00","495,096.00","492,303.00","491,944.00","491,574.00","489,726.00","485,690.00","484,071.00","480,627.00","480,347.00","479,917.00","477,533.00","475,326.00","472,558.00","470,633.00","466,049.00","465,750.00","465,199.00","462,177.00","459,335.00","457,351.00","451,877.00","451,616.00","451,259.00","450,777.00","447,890.00","445,234.00","442,434.00","440,415.00","435,311.00","435,109.00","434,786.00","432,234.00","429,880.00","427,019.00","425,326.00","421,073.00","420,925.00","420,669.00","418,220.00","416,335.00","414,115.00","412,518.00","408,809.00","408,711.00","408,509.00","406,813.00","404,989.00","402,713.00","401,410.00","398,425.00","398,311.00","398,174.00","396,784.00","395,567.00","393,473.00","392,440.00","390,877.00","390,806.00","390,694.00","389,683.00","388,908.00","387,899.00","387,121.00","385,533.00","385,511.00","385,463.00","384,952.00","384,328.00","383,404.00","382,973.00","382,230.00","382,205.00","382,164.00","381,858.00","381,499.00","380,800.00","380,462.00","379,991.00","379,975.00","379,953.00","379,709.00","379,398.00","378,959.00","378,561.00","378,551.00","378,547.00","378,536.00","378,348.00",378209.0,377827.0,377688.0,377442.0,377437.0,377416.0,377294.0,377199.0,377000.0,376881.0,376732.0,376725.0,376582.0,376478.0,376377.0,376203.0,376111.0,376002.0,375971.0,375847.0,375696.0,375515.0,375415.0,375164.0,374992.0,374957.0,374774.0,374576.0,,,,,,,,,,
Marion VAMC NewSumCases,"1,012.00","1,344.00",880.00,"1,818.00",172.00,302.00,"1,325.00","1,464.00","1,918.00","1,310.00","1,641.00",392.00,267.00,"1,993.00","1,288.00","1,779.00","1,322.00","2,459.00",198.00,367.00,"1,752.00","1,693.00","1,682.00","1,433.00","2,793.00",359.00,370.00,"1,848.00","1,926.00","1,619.00","3,444.00",280.00,430.00,"2,384.00","2,207.00","2,768.00","1,925.00","4,584.00",299.00,551.00,"3,022.00","2,842.00","1,984.00","5,474.00",261.00,357.00,482.00,"2,887.00","2,656.00","2,800.00","2,019.00","5,104.00",202.00,323.00,"2,552.00","2,354.00","2,861.00","1,693.00","4,253.00",148.00,256.00,"2,449.00","1,885.00","2,220.00","1,597.00","3,709.00",98.00,202.00,"1,696.00","1,824.00","2,276.00","1,303.00","2,985.00",114.00,137.00,"1,390.00","1,217.00","2,094.00","1,033.00","1,563.00",71.00,112.00,"1,011.00",661.00,"1,009.00",778.00,"1,588.00",22.00,48.00,511.00,624.00,924.00,431.00,743.00,25.00,41.00,306.00,359.00,699.00,313.00,471.00,16.00,22.00,244.00,311.00,439.00,398.00,10.00,4.00,11.00,188.00,139.00,382.0,139.0,246.0,5.0,21.0,122.0,95.0,199.0,119.0,149.0,7.0,143.0,104.0,101.0,174.0,92.0,109.0,31.0,124.0,151.0,181.0,140.0,251.0,172.0,35.0,183.0,198.0,312.0,,,,,,,,,,
Marion VAMC ECases,"35,693.86","35,627.50","35,539.24","35,480.40","35,357.67","35,347.27","35,328.95","35,242.04","35,145.73","35,018.69","34,932.19","34,821.92","34,798.24","34,782.02","34,651.79","34,564.22","34,447.01","34,352.67","34,189.77","34,177.78","34,155.31","34,038.17","33,925.85","33,813.63","33,718.12","33,528.86","33,507.34","33,484.68","33,359.12","33,090.30","32,981.33","32,747.09","32,730.07","32,703.29","32,545.39","32,396.83","32,209.87","32,082.78","31,770.60","31,752.46","31,718.07","31,514.37","31,325.22","31,190.47","30,817.21","30,801.08","30,779.55","30,749.24","30,553.96","30,373.78","30,184.08","30,045.31","29,692.48","29,680.18","29,659.88","29,488.85","29,329.29","29,132.90","29,021.46","28,728.34","28,719.05","28,702.89","28,533.80","28,406.08","28,254.09","28,143.92","27,886.44","27,880.25","27,867.50","27,751.96","27,626.28","27,471.52","27,381.99","27,171.86","27,164.47","27,155.83","27,059.32","26,972.81","26,810.55","26,740.21","26,634.92","26,630.46","26,623.25","26,555.13","26,503.49","26,429.62","26,376.94","26,256.86","26,255.50","26,252.49","26,218.52","26,175.90","26,102.12","26,073.56","26,023.59","26,021.94","26,019.32","25,999.29","25,975.72","25,918.88","25,895.97","25,864.08","25,863.09","25,861.71","25,845.41","25,824.63","25,788.63","25,761.47","25,760.83","25,760.59","25,759.91","25,747.09",25737.81,25706.59,25697.21,25680.59,25680.28,25679.0,25670.63,25664.25,25648.19,25640.2,25630.13,25629.72,25619.81,25612.83,25605.98,25592.95,25586.77,25579.53,25577.58,25569.28,25558.94,25546.59,25541.24,25523.28,25511.61,25508.92,25495.85,25482.23,25460.27,25451.05,25240.22,25208.96,25186.98,25171.69,25153.55,25128.23,25101.87,25076.2
Marion VAMC NewECases,66.36,88.26,58.84,122.73,10.40,18.31,86.91,96.30,127.04,86.50,110.27,23.68,16.22,130.23,87.57,117.21,94.35,162.90,11.99,22.48,117.14,112.32,112.22,95.51,189.25,21.52,22.66,125.56,129.26,108.96,234.25,17.02,26.77,157.90,148.57,186.95,127.09,312.18,18.14,34.39,203.70,189.15,134.74,373.27,16.13,21.53,30.30,195.28,180.18,189.70,138.77,352.82,12.30,20.30,171.03,159.56,196.39,111.43,293.13,9.28,16.16,169.09,127.72,151.99,110.18,257.48,6.19,12.75,115.54,125.68,154.76,89.52,210.13,7.39,8.64,96.51,86.51,162.26,70.34,105.29,4.46,7.20,68.12,44.19,73.86,52.68,120.08,1.36,3.01,33.97,42.62,73.78,28.55,49.98,1.64,2.62,20.03,23.58,56.84,21.30,31.89,0.99,1.39,16.29,20.79,36.00,27.16,0.64,0.24,0.68,12.82,9.28,31.22,9.38,16.62,0.31,1.28,8.37,6.38,16.06,7.99,10.07,0.41,9.91,6.98,6.85,13.03,6.18,7.24,1.95,8.3,10.34,12.35,9.23,17.96,11.67,2.69,13.07,13.62,21.97,9.21,12.53,31.26,21.97,15.29,18.14,25.32,26.37,25.66,32.18
Lieutenant Colonel Charles S. VAMC TotalSumCases,"463,133.00","462,922.00","460,291.00","460,225.00","457,244.00","457,239.00","457,227.00","454,082.00","453,894.00","450,787.00","450,593.00","447,592.00","447,576.00","447,565.00","444,706.00","444,459.00","441,515.00","441,487.00","438,457.00","438,448.00","438,433.00","435,809.00","435,631.00","433,116.00","433,003.00","430,358.00","430,347.00","430,336.00","428,253.00","425,927.00","425,859.00","423,522.00","423,517.00","423,501.00","421,598.00","421,415.00","419,254.00","419,177.00","416,963.00","416,953.00","416,935.00","414,701.00","414,528.00","413,340.00","411,055.00","411,037.00","411,015.00","411,005.00","409,332.00","409,268.00","407,327.00","407,262.00","405,255.00","405,249.00","405,232.00","403,787.00","403,667.00","401,655.00","401,647.00","400,060.00","400,058.00","400,039.00","398,465.00","398,341.00","397,143.00","397,097.00","395,516.00","395,515.00","395,504.00","394,142.00","393,940.00","392,711.00","392,708.00","391,413.00","391,408.00","391,406.00","389,637.00","389,538.00","389,534.00","388,345.00","388,251.00","388,249.00","388,243.00","387,350.00","387,270.00","387,264.00","386,475.00","386,422.00","386,420.00","386,418.00","385,745.00","385,685.00","385,682.00","385,205.00","385,169.00","385,169.00","385,168.00","384,750.00","384,723.00","384,723.00","384,411.00","384,389.00","384,388.00","384,388.00","384,096.00","384,085.00","384,085.00","383,841.00","383,841.00","383,841.00","383,841.00","383,735.00",383587.0,383515.0,383442.0,383286.0,383286.0,383285.0,383242.0,383162.0,383067.0,383013.0,382872.0,382872.0,382872.0,382789.0,382712.0,382621.0,382512.0,382367.0,382366.0,382265.0,382103.0,381998.0,381891.0,381755.0,381585.0,381585.0,381426.0,381175.0,,,,,,,,,,
Lieutenant Colonel Charles S. VAMC NewSumCases,211.00,"2,631.00",66.00,"2,981.00",5.00,12.00,"3,145.00",188.00,"3,107.00",194.00,"3,001.00",16.00,11.00,"2,859.00",247.00,"2,944.00",28.00,"3,030.00",9.00,15.00,"2,624.00",178.00,"2,515.00",113.00,"2,645.00",11.00,11.00,"2,083.00",185.00,68.00,"2,337.00",5.00,16.00,"1,903.00",183.00,"2,161.00",77.00,"2,214.00",10.00,18.00,"2,234.00",173.00,"1,188.00","2,285.00",18.00,22.00,10.00,"1,673.00",64.00,"1,941.00",65.00,"2,007.00",6.00,17.00,"1,445.00",120.00,"2,012.00",8.00,"1,587.00",2.00,19.00,"1,574.00",124.00,"1,198.00",46.00,"1,581.00",1.00,11.00,"1,362.00",202.00,"1,229.00",3.00,"1,295.00",5.00,2.00,"1,769.00",99.00,4.00,"1,189.00",94.00,2.00,6.00,893.00,80.00,6.00,789.00,53.00,2.00,2.00,673.00,60.00,3.00,477.00,36.00,0.00,1.00,418.00,27.00,0.00,312.00,22.00,1.00,0.00,292.00,11.00,0.00,244.00,0.00,0.00,0.00,106.00,148.00,72.0,73.0,156.0,0.0,1.0,43.0,80.0,95.0,54.0,141.0,0.0,0.0,83.0,77.0,91.0,109.0,145.0,1.0,101.0,162.0,105.0,107.0,136.0,170.0,0.0,159.0,251.0,197.0,,,,,,,,,,
